system   D            wsystem.c:583  maybe_parent_dir                 [   0.00058] Also searching C:\Users\krzyœ\Documents\Visual Studio 2015\Projects\Gra_w_statki\
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.29347] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.29348] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.29349] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.29350] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.29351] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.29352] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.29353] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.29355] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.29356] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.29357] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.29358] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.29359] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.29724] added dtor for object 02FA4498, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.40354] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.40357] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.49404] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.49406] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.49407] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.49408] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.49409] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.49410] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.49411] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.49412] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.49413] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.49414] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.49414] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.49416] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.49416] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.50054] added dtor for object 02FA4598, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.59525] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.59529] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   1.66591] added dtor for object 02EF0A68, func 0F9127A7
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.66786] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.66789] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67133] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67137] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67311] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67314] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67376] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67378] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67416] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67418] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67454] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67455] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67532] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67533] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67564] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67567] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67597] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67600] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67631] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67632] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67670] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67672] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67713] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67714] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67753] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67754] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67777] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.70746] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.70751] _al_d3d_sync_bitmap (video) ref count == 1
font     W               font.c:286  al_init_font_addon               [   1.73340] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   1.73344] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   1.73418] Font times.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   1.73419]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   1.73421] added dtor for object 00ADC950, func 0F911B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73457] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73458] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73460] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73461] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73462] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73463] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73464] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73465] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73467] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.73468] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.73468] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.73470] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.73471] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   1.73639] Glyph 51: 12x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.73663] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.73664] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.73736] Glyph 82: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.73742] Glyph 93: 10x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.73749] Glyph 86: 7x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.73754] Glyph 87: 7x13 (8x16)
font     D                ttf.c:217  alloc_glyph_region               [   1.73761] Glyph 68: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.73766] Glyph 79: 6x15 (8x16)
font     D                ttf.c:406  cache_glyph                      [   1.73767] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   1.73773] Glyph 83: 10x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   1.73778] Glyph 88: 11x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.73784] Glyph 81: 11x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.73792] Glyph 78: 11x15 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   1.73802] Glyph 90: 17x10 (20x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.73805] Glyph 29: 4x10 (4x12)
font     W               font.c:286  al_init_font_addon               [   1.73811] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   1.73812] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   1.73867] Font times.ttf loaded with pixel size 0 x 13.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   1.73869]     ascent=12.0, descent=-3.0, height=15.0
dtor     D               dtor.c:184  _al_register_destructor          [   1.73871] added dtor for object 02F05420, func 0F911B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73903] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73904] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73905] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73906] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73907] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73908] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73909] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73910] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.73911] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.73912] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.73913] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.73914] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.73915] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   1.74069] Glyph 38: 9x11 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74091] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74093] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.74167] Glyph 72: 6x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74175] Glyph 81: 9x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74182] Glyph 68: 7x8 (8x8)
font     D                ttf.c:406  cache_glyph                      [   1.74184] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   1.74190] Glyph 82: 7x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74199] Glyph 90: 12x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74210] Glyph 74: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.74218] Glyph 86: 6x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74222] Glyph 87: 6x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.74229] Glyph 78: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.74234] Glyph 88: 9x8 (12x8)
font     W               font.c:286  al_init_font_addon               [   1.74239] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   1.74240] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   1.74295] Font times.ttf loaded with pixel size 0 x 13.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   1.74297]     ascent=12.0, descent=-3.0, height=15.0
dtor     D               dtor.c:184  _al_register_destructor          [   1.74299] added dtor for object 00ADC640, func 0F911B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.74330] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.74331] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.74332] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.74333] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.74335] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.74336] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.74336] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.74337] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.74338] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.74339] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.74340] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.74341] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.74342] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   1.74413] Glyph 38: 9x11 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74435] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74436] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.74511] Glyph 72: 6x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74518] Glyph 81: 9x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74526] Glyph 68: 7x8 (8x8)
font     D                ttf.c:406  cache_glyph                      [   1.74529] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   1.74535] Glyph 71: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.74541] Glyph 82: 7x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74546] Glyph 69: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.74551] Glyph 88: 9x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74560] Glyph 90: 12x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74568] Glyph 92: 10x11 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.74571] Glyph 29: 3x8 (4x8)
font     D                ttf.c:217  alloc_glyph_region               [   1.74617] Glyph 20: 8x14 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74630] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74631] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.74690] Glyph 19: 9x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   1.74708] Glyph 26: 8x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74721] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74723] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.74767] Glyph 25: 7x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.74773] Glyph 27: 7x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.74788] Glyph 23: 8x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74799] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74800] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.74844] Glyph 19: 7x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   1.74849] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74987] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74990] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.75113] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.75115] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.75150] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.75152] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.58345] Glyph 28: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.58355] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.58357] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.58482] Glyph 21: 10x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   2.58489] Glyph 22: 9x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.66270] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.66274] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.83142] Glyph 27: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.83158] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.83159] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.83286] Glyph 23: 10x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   2.83293] Glyph 25: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.91950] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.91956] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.07961] Glyph 26: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.07975] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.07976] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.15755] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.15758] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.84198] Glyph 24: 8x14 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.84210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.84212] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.91984] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.91989] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.74760] removed dtor for object 00ADC640
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   5.74775] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.74795] removed dtor for object 02F05420
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   5.74803] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.74855] removed dtor for object 00ADC950
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   5.74863] d3d_destroy_bitmap: Release video texture failed.
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   5.74959] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   5.74961] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   5.74962] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   5.74963] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   5.74965] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   5.74966] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   5.74967] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   5.74968] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   5.74970] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   5.74971] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   5.74972] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   5.74974] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   5.74975] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   5.75076] Glyph 78: 32x46 (32x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   5.75101] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   5.75103] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   5.75243] Glyph 79: 15x46 (16x48)
font     D                ttf.c:217  alloc_glyph_region               [   5.75255] Glyph 76: 15x46 (16x48)
font     D                ttf.c:217  alloc_glyph_region               [   5.75266] Glyph 81: 32x32 (32x32)
font     D                ttf.c:217  alloc_glyph_region               [   5.75278] Glyph 77: 19x59 (20x60)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   5.75296] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   5.75298] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   5.75365] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   5.75376] Glyph 69: 31x47 (32x48)
font     D                ttf.c:217  alloc_glyph_region               [   5.75393] Glyph 92: 34x44 (36x44)
font     D                ttf.c:217  alloc_glyph_region               [   5.75404] Glyph 88: 32x32 (32x32)
font     D                ttf.c:217  alloc_glyph_region               [   5.75417] Glyph 86: 21x33 (24x36)
font     D                ttf.c:217  alloc_glyph_region               [   5.75425] Glyph 87: 20x41 (20x44)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   5.75441] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   5.75443] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   5.75487] Glyph 68: 28x33 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   5.75505] Glyph 90: 49x32 (52x32)
font     D                ttf.c:217  alloc_glyph_region               [   5.75517] Glyph 70: 26x33 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   5.75537] Glyph 74: 30x45 (32x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   5.75553] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   5.75556] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   5.75598] Glyph 85: 22x32 (24x32)
font     D                ttf.c:217  alloc_glyph_region               [   5.75609] Glyph 93: 28x31 (28x32)
font     D                ttf.c:217  alloc_glyph_region               [   5.75627] Glyph 37: 40x44 (40x44)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   5.75667] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   5.75669] _al_d3d_sync_bitmap (video) ref count == 2
font     W               font.c:286  al_init_font_addon               [   6.30693] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   6.30696] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   6.30742] Font times.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   6.30744]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   6.30746] added dtor for object 02F05810, func 0F911B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.30781] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.30782] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.30783] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.30784] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.30785] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.30786] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.30787] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.30788] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.30789] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.30789] Alpha doesn't match
