system   D            wsystem.c:583  maybe_parent_dir                 [   0.00041] Also searching C:\Users\krzyœ\Documents\Visual Studio 2015\Projects\Gra_w_statki\
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.69040] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.69041] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.69042] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.69043] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.69044] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.69045] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.69046] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.69047] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.69048] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.69049] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.69050] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.69609] added dtor for object 058E7930, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.80245] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.80248] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.88854] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.88857] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.88858] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.88859] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.88860] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.88861] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.88862] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.88863] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.88864] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.88865] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.88866] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.88867] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.88868] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.89752] added dtor for object 058E8730, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00779] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00783] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   2.07663] added dtor for object 06C5AC90, func 0F3227A7
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.07848] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.07851] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08184] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08188] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08335] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08338] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08377] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08379] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08429] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08431] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08465] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08467] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08500] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08501] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08535] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08537] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08558] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08560] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08594] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08595] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08615] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08617] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08638] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08639] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08671] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08673] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.08694] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.08696] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.11404] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.11411] _al_d3d_sync_bitmap (video) ref count == 1
font     W               font.c:286  al_init_font_addon               [   2.13338] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   2.13342] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   2.13388] Font times.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   2.13390]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   2.13392] added dtor for object 05839D60, func 0F321B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13426] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13427] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13428] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13429] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13430] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13431] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13432] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13433] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13434] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.13435] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.13435] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.13437] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.13438] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   2.13570] Glyph 51: 12x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.13593] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.13594] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.13654] Glyph 82: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.13661] Glyph 93: 10x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.13668] Glyph 86: 7x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.13673] Glyph 87: 7x13 (8x16)
font     D                ttf.c:217  alloc_glyph_region               [   2.13680] Glyph 68: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.13685] Glyph 79: 6x15 (8x16)
font     D                ttf.c:406  cache_glyph                      [   2.13687] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   2.13692] Glyph 83: 10x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   2.13698] Glyph 88: 11x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.13704] Glyph 81: 11x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.13712] Glyph 78: 11x15 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   2.13722] Glyph 90: 17x10 (20x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.13726] Glyph 29: 4x10 (4x12)
font     W               font.c:286  al_init_font_addon               [   2.13731] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   2.13732] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   2.13779] Font times.ttf loaded with pixel size 0 x 13.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   2.13781]     ascent=12.0, descent=-3.0, height=15.0
dtor     D               dtor.c:184  _al_register_destructor          [   2.13783] added dtor for object 05834B58, func 0F321B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13813] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13814] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13815] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13816] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13817] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13818] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13819] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13820] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.13821] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.13822] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.13823] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.13824] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.13825] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   2.13973] Glyph 38: 9x11 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.13996] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.13998] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.14061] Glyph 72: 6x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.14068] Glyph 81: 9x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.14076] Glyph 68: 7x8 (8x8)
font     D                ttf.c:406  cache_glyph                      [   2.14078] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   2.14084] Glyph 82: 7x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.14094] Glyph 90: 12x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.14106] Glyph 74: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.14113] Glyph 86: 6x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.14117] Glyph 87: 6x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.14125] Glyph 78: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.14130] Glyph 88: 9x8 (12x8)
font     W               font.c:286  al_init_font_addon               [   2.14135] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   2.14136] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   2.14192] Font times.ttf loaded with pixel size 0 x 13.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   2.14194]     ascent=12.0, descent=-3.0, height=15.0
dtor     D               dtor.c:184  _al_register_destructor          [   2.14195] added dtor for object 05834D50, func 0F321B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.14226] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.14227] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.14228] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.14229] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.14230] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.14231] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.14232] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.14233] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.14234] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.14235] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.14236] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.14237] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.14238] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   2.14318] Glyph 38: 9x11 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.14336] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.14338] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.14396] Glyph 72: 6x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.14403] Glyph 81: 9x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.14411] Glyph 68: 7x8 (8x8)
font     D                ttf.c:406  cache_glyph                      [   2.14412] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   2.14418] Glyph 71: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.14424] Glyph 82: 7x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.14429] Glyph 69: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.14435] Glyph 88: 9x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.14444] Glyph 90: 12x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.14453] Glyph 92: 10x11 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.14457] Glyph 29: 3x8 (4x8)
font     D                ttf.c:217  alloc_glyph_region               [   2.16566] Glyph 20: 8x14 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.16581] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.16582] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.16719] Glyph 19: 9x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   2.16738] Glyph 26: 8x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.16750] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.16752] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.16850] Glyph 25: 7x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.16856] Glyph 27: 7x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.16872] Glyph 23: 8x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.16883] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.16884] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.16982] Glyph 19: 7x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   2.16986] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.17201] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.17205] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.17292] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.17294] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.17331] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.17333] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.72026] Glyph 28: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.72041] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.72043] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.72125] Glyph 21: 10x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   2.72131] Glyph 22: 9x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.79237] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.80555] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.96849] Glyph 27: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.96860] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.96862] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.96967] Glyph 23: 10x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   2.96974] Glyph 25: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.04755] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.04760] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.20873] Glyph 26: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.20885] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.20886] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.22513] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.22516] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   4.15332] Glyph 24: 8x14 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.15346] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.15348] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.24195] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.24200] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.80686] removed dtor for object 05834D50
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   6.80696] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.80712] removed dtor for object 05834B58
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   6.80718] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   6.80732] removed dtor for object 05839D60
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   6.80745] d3d_destroy_bitmap: Release video texture failed.
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.80801] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.80802] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.80803] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.80804] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.80805] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.80806] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.80807] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.80808] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.80809] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.80809] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.80810] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.80812] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.80812] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   6.80912] Glyph 78: 37x51 (40x52)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.80932] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.80933] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.81064] Glyph 79: 18x51 (20x52)
font     D                ttf.c:217  alloc_glyph_region               [   6.81073] Glyph 76: 18x51 (20x52)
font     D                ttf.c:217  alloc_glyph_region               [   6.81083] Glyph 81: 37x35 (40x36)
font     D                ttf.c:217  alloc_glyph_region               [   6.81092] Glyph 77: 21x66 (24x68)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.81108] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.81109] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   6.81151] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   6.81161] Glyph 69: 34x52 (36x52)
font     D                ttf.c:217  alloc_glyph_region               [   6.81173] Glyph 92: 36x49 (36x52)
font     D                ttf.c:217  alloc_glyph_region               [   6.81182] Glyph 88: 37x35 (40x36)
font     D                ttf.c:217  alloc_glyph_region               [   6.81192] Glyph 86: 23x36 (24x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.81205] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.81207] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.81246] Glyph 87: 21x45 (24x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.81261] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.81263] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.81305] Glyph 68: 31x36 (32x36)
font     D                ttf.c:217  alloc_glyph_region               [   6.81320] Glyph 90: 53x35 (56x36)
font     D                ttf.c:217  alloc_glyph_region               [   6.81330] Glyph 70: 28x36 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   6.81355] Glyph 74: 33x50 (36x52)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.81369] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.81370] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.81408] Glyph 85: 25x35 (28x36)
font     D                ttf.c:217  alloc_glyph_region               [   6.81416] Glyph 93: 30x34 (32x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.81427] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.81428] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.81472] Glyph 37: 44x49 (44x52)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.81485] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.81486] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.81548] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.81550] _al_d3d_sync_bitmap (video) ref count == 2
font     W               font.c:286  al_init_font_addon               [   7.39723] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   7.39726] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   7.39779] Font times.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   7.39781]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   7.39784] added dtor for object 0590A520, func 0F321B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.39819] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.39821] Fake format
